ViolationID,BuildingID,RegistrationID,BoroID,Borough,HouseNumber,LowHouseNumber,HighHouseNumber,StreetName,StreetCode,Postcode,Apartment,Story,Block,Lot,Class,InspectionDate,ApprovedDate,OriginalCertifyByDate,OriginalCorrectByDate,NewCertifyByDate,NewCorrectByDate,CertifiedDate,OrderNumber,NOVID,NOVDescription,NOVIssuedDate,CurrentStatusID,CurrentStatus,CurrentStatusDate,NovType,ViolationStatus,RentImpairing,Latitude,Longitude,CommunityBoard,CouncilDistrict,CensusTract,BIN,BBL,NTA
14064609,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B11,2,5422,19,C,03/08/2021,03/09/2021,04/10/2021,04/05/2021,,,,568,7114300,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT B11, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",03/10/2021,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
14645984,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B11,3,5422,19,C,10/20/2021,10/24/2021,11/25/2021,11/20/2021,,,,569,7524462,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT B11, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",10/25/2021,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
14889558,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B11,3,5422,19,C,02/19/2022,02/20/2022,03/07/2022,02/28/2022,,,,508,7695950,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE KITCHEN LOCATED AT APT B11, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ''WEST''",02/22/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15145551,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B5,2,5422,19,C,05/12/2022,05/12/2022,06/13/2022,06/08/2022,,,,569,7906511,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT B5, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",05/13/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15168438,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A3,1,5422,19,C,05/16/2022,05/18/2022,06/01/2022,05/25/2022,,,,510,7912619,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF HOT WATER EXCEEDES THE MAXIMIM ALLOWABLE OPERATING TEMPERTURE OF 130 F (145 F FOUND) IN THE KITCHEN LOCATED AT APT A3, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",05/19/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15170918,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A8,2,5422,19,C,05/18/2022,05/21/2022,06/23/2022,06/18/2022,,,,790,7915679,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 2; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT A8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",05/23/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15370581,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A3,1,5422,19,C,09/12/2022,09/13/2022,09/27/2022,09/20/2022,,,,510,8037137,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF HOT WATER EXCEEDS THE MAXIMUM TEMPERATURE OF 130 DEGREES AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT A3, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",09/14/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15378676,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A5,2,5422,19,C,09/15/2022,09/20/2022,10/22/2022,10/17/2022,,,,568,8045280,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT A5, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",09/21/2022,20,DEFECT LETTER ISSUED,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15378679,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A5,2,5422,19,C,09/15/2022,09/20/2022,10/22/2022,10/17/2022,,,,569,8045280,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT A5, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",09/21/2022,20,DEFECT LETTER ISSUED,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15388156,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A11,3,5422,19,C,06/22/2022,09/21/2022,10/22/2022,10/17/2022,,,,550,8045279,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 18 SQ FT AT NORTH WALL AND APPROX 2 SQ FT AT WEST WALL IN THE BATHROOM LOCATED AT APT A11, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION AT EAST ORIGINAL VIOLATION 15233902 ISSUED 22-JUN-22 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE §27-2017.3a(5)(a) or (b).",09/21/2022,20,DEFECT LETTER ISSUED,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15528484,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A14,3,5422,19,C,11/01/2022,11/14/2022,12/16/2022,12/11/2022,,,,569,8157158,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT A14, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",11/15/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15537086,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B14,4,5422,19,C,11/07/2022,11/14/2022,12/14/2022,12/09/2022,,,,616,8157156,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) CEILING IN THE BATHROOM LOCATED AT APT B14, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",11/15/2022,19,VIOLATION CLOSED,02/10/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
15558482,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A8,2,5422,19,C,11/01/2022,11/16/2022,12/16/2022,12/11/2022,,,,616,8174038,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) SOUTH WALL IN THE PRIVATE HALLWAY LOCATED AT APT A8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",11/17/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15558483,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A8,2,5422,19,C,11/01/2022,11/16/2022,12/16/2022,12/11/2022,,,,616,8174038,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) NORTH WALL IN THE 1st ROOM FROM NORTH LOCATED AT APT A8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",11/17/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15558484,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A8,2,5422,19,C,11/01/2022,11/16/2022,12/16/2022,12/11/2022,,,,616,8174038,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st WINDOW FRAME FROM WEST AT NORTH WALL IN THE BATHROOM LOCATED AT APT A8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",11/17/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15558485,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A8,2,5422,19,C,11/01/2022,11/16/2022,12/16/2022,12/11/2022,,,,616,8174038,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) WEST WALL IN THE KITCHEN LOCATED AT APT A8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",11/17/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15616247,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,,4,5422,19,C,12/13/2022,12/16/2022,01/01/2023,12/25/2022,,,,505,8223703,"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE SKYLIGHT GLASS PANE AT ROOF BULKHEAD AT PUBLIC HALL, 4th STORY, SECTION ''EAST''",12/19/2022,21,NOT COMPLIED WITH,07/03/2023,Original,Open,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15616286,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A5,2,5422,19,C,12/13/2022,12/16/2022,01/19/2023,01/14/2023,,,,568,8223705,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT A5, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''EAST''",12/19/2022,20,DEFECT LETTER ISSUED,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15616287,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A5,2,5422,19,C,12/13/2022,12/16/2022,01/19/2023,01/14/2023,,,,569,8223705,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT A5, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''EAST''",12/19/2022,20,DEFECT LETTER ISSUED,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15616347,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B8,2,5422,19,C,12/13/2022,12/16/2022,01/19/2023,01/14/2023,,,,568,8223706,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT B8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''WEST''",12/19/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15616348,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B8,2,5422,19,C,12/13/2022,12/16/2022,01/19/2023,01/14/2023,,,,569,8223706,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT B8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''WEST''",12/19/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15629349,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B1,1,5422,19,C,12/13/2022,12/20/2022,01/19/2023,01/14/2023,,,,616,8226470,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) WEST WALL IN THE BATHROOM LOCATED AT APT B1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''WEST''",12/21/2022,20,DEFECT LETTER ISSUED,07/03/2023,Original,Open,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15629350,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B1,1,5422,19,C,12/13/2022,12/20/2022,01/19/2023,01/14/2023,,,,616,8226470,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) NORTH WALL IN THE 2nd ROOM FROM NORTH LOCATED AT APT B1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''WEST''",12/21/2022,21,NOT COMPLIED WITH,07/03/2023,Original,Open,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15629352,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B1,1,5422,19,C,12/13/2022,12/20/2022,01/19/2023,01/14/2023,,,,616,8226470,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) CEILING, EAST WALL IN THE 3rd ROOM FROM NORTH LOCATED AT APT B1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''WEST''",12/21/2022,20,DEFECT LETTER ISSUED,07/03/2023,Original,Open,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15172781,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A8,2,5422,19,C,05/18/2022,05/21/2022,06/21/2022,06/16/2022,,,,617,7915678,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) 1st WINDOW FRAME FROM WEST AT NORTH WALL, 1st WINDOW FRAME FROM NORTH AT EAST WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT A8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",05/23/2022,19,VIOLATION CLOSED,04/18/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
15558488,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B1,1,5422,19,C,11/01/2022,11/16/2022,12/16/2022,12/11/2022,,,,616,8174039,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) 1st DOOR FRAME FROM NORTH AT EAST WALL IN THE 4th ROOM FROM NORTH AT EAST LOCATED AT APT B1, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''WEST''",11/17/2022,19,VIOLATION CLOSED,01/31/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
16037169,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A14,3,5422,19,C,11/01/2022,06/10/2023,07/13/2023,07/08/2023,,,,550,8519309,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WEST AND EAST WALLS APPROXIAMATELY 20 SQUARE FEET IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT A14, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 15528494 ISSUED 01-NOV-22 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE §27-2017.3a(5)(a) or (b).",06/12/2023,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/03/2023,Original,Open,N,40.629599,-73.975769,14,40,480,3127878,3054220019,Flatbush (West)-Ditmas Park-Parkville
15616343,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B1,1,5422,19,C,12/13/2022,12/16/2022,01/01/2023,12/25/2022,,,,502,8223704,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE SINKING SUB FLOOR IN THE BATHROOM LOCATED AT APT B1, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''WEST''",12/19/2022,19,VIOLATION CLOSED,05/15/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
15616274,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,,4,5422,19,C,12/13/2022,12/16/2022,01/01/2023,12/25/2022,,,,505,8223703,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS PANE AT ROOFBULKHEAD SKYLIGHT AT PUBLIC HALL, 4th STORY, SECTION ''WEST''",12/19/2022,19,VIOLATION CLOSED,03/13/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
13297809,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A4,1,5422,19,C,09/24/2019,09/26/2019,10/23/2019,10/18/2019,,,,569,6618043,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT A4, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH , SECTION AT EAST",09/27/2019,19,VIOLATION CLOSED,05/26/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
13297810,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A4,1,5422,19,C,09/24/2019,09/26/2019,10/23/2019,10/18/2019,,,,568,6618043,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT A4, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH , SECTION AT EAST",09/27/2019,19,VIOLATION CLOSED,05/26/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
15172779,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A8,2,5422,19,C,05/18/2022,05/21/2022,06/21/2022,06/16/2022,,,,617,7915678,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) NORTH WALL, EAST WALL, WEST WALL IN THE 2nd ROOM FROM NORTH LOCATED AT APT A8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",05/23/2022,19,VIOLATION CLOSED,04/18/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
15226236,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A8,2,5422,19,C,06/21/2022,06/22/2022,07/22/2022,07/17/2022,,,,617,7949352,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) BASEBOARD AT NORTH WALL, CEILING, 1st DOOR FRAME FROM NORTH AT EAST WALL, NORTH WALL, SOUTH WALL, EAST WALL, WEST WALL, 1st WINDOW FRAME FROM WEST AT NORTH WALL, 1st WINDOW FRAME FROM SOUTH AT WEST WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT A8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",06/23/2022,19,VIOLATION CLOSED,04/18/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
15226238,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A8,2,5422,19,C,06/21/2022,06/22/2022,07/22/2022,07/17/2022,,,,617,7949352,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) 1st DOOR FRAME FROM EAST AT SOUTH WALL IN THE BATHROOM LOCATED AT APT A8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",06/23/2022,19,VIOLATION CLOSED,04/18/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
15172780,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A8,2,5422,19,C,05/18/2022,05/21/2022,06/21/2022,06/16/2022,,,,617,7915678,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) 1st DOOR FRAME FROM EAST AT SOUTH WALL IN THE PRIVATE HALLWAY LOCATED AT APT A8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",05/23/2022,19,VIOLATION CLOSED,04/18/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
15172782,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,A8,2,5422,19,C,05/18/2022,05/21/2022,06/21/2022,06/16/2022,,,,617,7915678,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) NORTH WALL IN THE FOYER LOCATED AT APT A8, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",05/23/2022,19,VIOLATION CLOSED,04/18/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
15558489,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B1,1,5422,19,C,11/01/2022,11/16/2022,12/16/2022,12/11/2022,,,,616,8174039,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) WEST WALL IN THE 2nd ROOM FROM NORTH LOCATED AT APT B1, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''WEST''",11/17/2022,19,VIOLATION CLOSED,04/18/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
15558490,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B1,1,5422,19,C,11/01/2022,11/16/2022,12/16/2022,12/11/2022,,,,616,8174039,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) CEILING IN THE FOYER LOCATED AT APT B1, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''WEST''",11/17/2022,19,VIOLATION CLOSED,04/18/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
15558491,323187,337276,3,BROOKLYN,84,84,84,LAWRENCE AVENUE,54630,11230,B1,1,5422,19,C,11/01/2022,11/16/2022,12/16/2022,12/11/2022,,,,616,8174039,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½11-06(B)(2) CEILING IN THE KITCHEN LOCATED AT APT B1, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''WEST''",11/17/2022,19,VIOLATION CLOSED,04/18/2023,Original,Close,N,40.629599,-73.975769,14,44,480,3127878,3054220019,Flatbush
